date,sleep_efficiency,deep_sleep_ratio,sfi,hrv_rmssd,daily_activity,social_turns,missing_count,data_quality
2026-08-15,0.8993780368336871,0.16168114383823204,13.202337674885399,22.077353178994883,6514.10895733511,25.526533266230807,0,valid
2026-08-16,0.8418881410219263,0.28493679684906803,5.849718484237401,49.99428099282642,5438.920041025464,32.07830121260067,0,valid
2026-08-17,0.9255786422329086,0.30996853978643324,4.758757341072766,45.42066229559421,4043.9240450180905,28.915491254302673,0,valid
2026-08-18,0.8311966423860844,0.3131819459621168,3.3740831392939086,50.41128340099254,6101.055424902867,29.847914395911722,0,valid
2026-08-19,0.8741078295486989,0.31264129210291064,4.2195395324925355,45.23516058383232,5438.75106606099,32.15113756282778,0,valid
2026-08-20,0.8840440360692648,0.28170624782030373,5.783141126028967,47.545678742375806,4823.731839138714,30.89147188944809,0,valid
2026-08-21,0.9039541577914112,0.2833190285588704,3.4314671052373855,49.49970864051744,4684.737384614475,38.85810609597923,0,valid
2026-08-22,0.9585397252692145,0.3080483458349898,6.084743116310965,54.84966036213528,6644.7096175162,37.96729693603966,0,valid
2026-08-23,0.8477474722273068,0.34525125685525904,5.331436764287578,49.076084947003935,6224.3822080122045,30.3493195033485,0,valid
2026-08-24,0.8992627033443896,0.23540688329921083,3.9926052639898106,48.50988932394519,5650.050972687266,33.56402033408692,0,valid
2026-08-25,0.8494711807564441,0.25466728139246875,5.280816807293935,51.41602643066209,5489.80696575755,41.46118609340004,0,valid
2026-08-26,0.8846379351864183,0.28410541553738977,5.366009344839926,47.45354180045214,5910.272591640027,37.75762802497562,0,valid
2026-08-27,0.9035483425087905,0.3272298664096437,5.268183150842927,50.13664439144286,5873.856378184544,35.02002398224866,0,valid
2026-08-28,0.9062025286373029,0.293907929840696,5.593129669855687,44.603580480118104,7017.047425322463,28.119359395255277,0,valid
2026-08-29,0.8965425572480811,0.3236509012400187,5.664633094130562,48.26609232493268,6085.7613798639995,32.270751537708826,0,valid
2026-08-04,0.9395475135217703,0.2960793220226971,4.886452989054147,47.78615370296281,4575.5139458501,28.99770067812449,0,valid
2026-08-05,0.955231247291764,0.2899840267356345,5.018847226893959,44.8001216913342,5886.077359237984,33.08885574866393,0,valid
2026-08-06,0.9133713527574853,0.29172760275048915,6.464187765918376,46.12996884241358,5833.517115511525,35.40515744364075,0,valid
2026-08-07,0.858906137095007,0.3313801544965485,3.3055348454229616,52.42500558100238,7384.115764804928,31.519530009547843,0,valid
2026-08-08,0.8524994402483481,0.26287809207983964,4.331462628263606,46.47699500397134,5678.436748559671,34.468641465167195,0,valid
2026-08-09,0.5712891459009344,0.09960150250202254,19.538123718047665,25.083226879352523,6895.137510696288,39.3114624254222,0,valid
2026-08-10,0.4689442124672061,0.07229899088687235,6.708088463952657,37.0407902001243,6569.87211271902,36.99075939864516,0,valid
2026-08-11,0.3190134187848139,0.19162615451855552,17.176801284948485,37.1419571328267,5624.11207014761,41.531720804573034,0,valid
2026-08-12,0.6675085761237427,0.17558734025677475,17.559208920783806,26.530546377467097,5168.015777690682,30.592653045137777,0,valid
2026-08-13,0.3418096808622625,0.11362246339515769,12.451584142956579,37.21706441956983,5239.0696508867295,38.36609871560967,0,valid
2026-08-14,0.5797705071025165,0.015022759266090452,10.728639612958672,36.215011957612084,6133.315141876521,33.60516913952076,0,valid
2026-08-15,0.8993780368336871,0.16168114383823204,13.202337674885399,22.077353178994883,6514.10895733511,25.526533266230807,0,valid
2026-08-16,0.8418881410219263,0.28493679684906803,5.849718484237401,49.99428099282642,5438.920041025464,32.07830121260067,0,valid
2026-08-17,0.9255786422329086,0.30996853978643324,4.758757341072766,45.42066229559421,4043.9240450180905,28.915491254302673,0,valid
2026-08-18,0.8311966423860844,0.3131819459621168,3.3740831392939086,50.41128340099254,6101.055424902867,29.847914395911722,0,valid
2026-08-19,0.8741078295486989,0.31264129210291064,4.2195395324925355,45.23516058383232,5438.75106606099,32.15113756282778,0,valid
2026-08-20,0.8840440360692648,0.28170624782030373,5.783141126028967,47.545678742375806,4823.731839138714,30.89147188944809,0,valid
