day_key,copresence_min,out_of_home_min,rar_amplitude,rar_iv,activity_counts,missing_count,data_quality
2026-08-20,6.1715587842692,12.133576057139743,0.8129175700682996,1.4249177393645622,75.62946883037085,0,valid
2026-08-21,5.949017933144617,9.721878569998069,0.5847891937794434,1.2981119348880508,73.30061970427963,0,valid
2026-08-22,5.866655840000929,13.81032764133002,0.2533105271663242,2.53308115785298,73.66206105710619,0,valid
2026-08-23,6.376476700014765,14.081827994955423,0.5530433658992446,1.804663308477733,77.99821378358102,0,valid
2026-08-24,6.397030717055694,10.962300362356649,0.4896738426424263,2.016383650777142,63.14152865404388,0,valid
2026-08-25,5.601081394251818,11.724304715765832,0.6028256799010447,1.2871193258672071,78.22690069837273,0,valid
2026-08-26,5.228531981759275,11.65704225234243,0.6510876438221372,1.4439903585246427,75.81365706409488,0,valid
2026-08-27,6.711428135112445,11.167978995237664,0.4036726958717509,2.4034109093552205,84.38531627004978,0,valid
2026-08-28,25.85623584229729,102.5987018864141,0.9538008063605552,0.2588833884519589,140.81556060839577,0,valid
2026-08-29,162.30893025864233,91.53845462353999,0.9455862844782664,0.24174988112950285,187.5583107439582,0,valid
